Title,Ingredients,Steps,Loves,URL
Ayam Ungkep,ayam--bawang putih--bawang merah--jari kunyit--jari jahe--sereh--daun salam--ketumbar--garam--air--,"Haluskan bawang merah,bawang putih,jahe,ketumbar,kunyit.--Tumis bumbu yg sudah dihaluskan hingga harum,lalu masukkan ayam.--Masukkan air,daun salam,sereh dan garam lalu tunggu hingga mendidih dan semua bumbu meresap.--Panaskan minyak lalu goreng ayam hingga berwarna kecoklatan.--",8,/id/resep/4453862-ayam-ungkep
Ayam Saos Belibis,--ayam fillet dada--sosis merk champ atau bernadhi--telur ayam----bawang bombay ukuran besar--bawang putih--paprika ukuran besar--cabe hijau besar--tomat--saos belibis--kecap--minyak wijen--garam--gula--royco--,Cuci bersih ayam... Lumurin jeniper (jeruk nipis peras) agar tidak amis--Rebus ayam..... jangan di buang air rebusan ayam karna untuk kaldunya--Setelah di rebus...suwir atau potong potong ayam..goreng setengah matang--Tumis bawang..cabe..paprika...hingga harum dan layu...lalu masukan ayam dan air rebusan ayam tadi sebagai kaldu dan tambahkan air 1 gelas--Masukan saos belibis dan tomat di parut menggunakan parutan keju...tunggu sampai mendidih--Jika air sudah berkurang... Masukan telur..sosis tambahkan minyak wijen..garam..gula..kecap--Masak dengan hati ikhlas dn senang akan menambah kenikmatam--,0,/id/resep/4453952-ayam-saos-belibis
Opor Ayam edisi rindu masakan ibu,bagian ayam--2--bawang merah--bawang putih--. kemiri--kunyit bubuk--ketumbar bubuk--jintan--garam--sereh--daun jeruk--daun salam--cabai rawit--cukup belah  saja--,"Haluskan duo bawang dengan kemiri--Tumis bumbu, tambahkan kunyit bubuk, jintan, sereh, garam, ketumbar bubuk, daun jeruk, daun salam... dan tambahkan sedikit air--Masukkan santan. Aduk2 bersama bumbu hingga mendidih--Masukkan ayam. Tunggu hingga bumbu meresap dan kadar air berkurang.--Opor ayam siap disajikan--",6,/id/resep/4442545-opor-ayam-edisi-rindu-masakan-ibu
Somay ayam,bahan utama--daging ayam--hanya daging saja--telur--bawang putih--gula pasir--garam--lada bubuk--air--tepung kanji----kol--kentang rebus--tahu putih--kulit pangsit--wortel parut--,"Blender bahan utama--Bungkus pakai kulit pangsit (saya ga ada stock jd saya kukus di cetakan kue talam)--Tambahkan parutan wortel diatasnya sebelum dikukus--Ambil tahu belah tengahnya,sematkan adonan somay--Kukus somay dan tahu selama 20 menit--Hidangkan bersama kol rebus,kentang rebus,telur rebus,somay,tahu somay dan beri bumbu kacang--",6,/id/resep/4453787-somay-ayam
Tongseng Ayam ala ala,--bawang putih--bawang merah--cabai merah besar--kemiri--ketumbar--ayam--serai--tomat--garam--merica bubuk--royco--kecap--gula--santan inan--,"Cuci bersih ayam, lalu potong dadu atau difillet sesuai selera--Haluskan bumbu halus yang di atas--Tumis bumbu halus, tambahkan sesikit air--Masukkan ayam sambil rerus diaduk--Masukkan santan sambil terus diaduk--Tambahkan garam, merica, royco, gula, dan kecap.--Biarkan sampai sedikit mengental dan berkurang santannya. Coba rasanya bila kurang bs ditambahkan bumbunya.--",1,/id/resep/4453440-tongseng-ayam-ala-ala
Chicken Corn Soup,"jagung manis--ayam rebus--wortel  kotak""--daun seledri--bawang bombay  kotak--telur kocok lepas----air kaldu ayam--lada--pala--bawang putih--olive oil--garam--gula--tepung maizena--","1. Haluskan lada, bawang putih, dan sedikit biji pala
2. Panaskan olive oil tumis bumbu halus hingga harum dan tambahkan bawang bombay hingga layu
3. Siapkan rebusan air kaldu ayam, tuang bumbu yg sudah ditumis, tambahkan gula dan garam secukupnya aduk rata
4. Masukkan ayam suwir, wortel, jagung tunggu hingga empuk
5. Setelah itu tuang telur yg sudah dikocok lepas sambil diaduk
6. Tambahan tepung maizena yg sudah diecerkan hingga soup menjadi kental tunggu hingga mendidih
7. Kemudian masukkan se--",9,/id/resep/4036664-chicken-corn-soup
Ayam Pedas Saos Tiram,ekor ayam--cabe merah--cabe rawit--bawang merah--bawang putih--tomat kecil--saos tiram--garam--minyak goreng--penyedap--daun pre--,"Potong ayam. Cuci bersih, lalu ungkep sebentar.--Setelah itu goreng ayam sesuai selera tingkat kekeringannya.--Giling sangat kasar cabe merah, cabe rawit, bawang merah, bawang putih dan tomat.--Lalu tumis dengan minyak lebih bnyak sampai matang, tambahkan 1 sendok saos tiram.--Lalu masukkan ayam yang telah d goreng, aduk sampai rata.--Cek rasa dengan menambahkan garam dan penyedap secukupnya.--Tambahkan daun pre yg d potong2 besar.--Sajikan.--",2,/id/resep/4453409-ayam-pedas-saos-tiram
Ayam geprek super pedas ala bensu,ayam--bawang putih--bawang merah--cabe merah--cabe rawit--tepung saji/tepung terigu--garam--telur--terasi--,"Pertama, ungkeb ayam potong masukan garam. Tunggu ayam sampe empuk--Bikin bumbu oles buat ayam. Tepung terigu/tepung saji d bagi menjadi 2 mngkuk. Yang satu pake telur kocok kocok yang satu biarkan. Masukan ayam kedalam tepung yg sudah menyatu dgn telur setelah itu masukan kedalam tepung saji/tepung terigu yg satu nya lagi. Lalu remas remas biar ada crispy nya--Diamkan beberapa menit biar tepung dan ayam menyatu--Goreng ayam tersebut sampe kuning keemasan. Lalu triskan--Nah sekarang kita membikin bumbu gepreknya--Goreng 4 siung bawang putih 3 siung bawang merah cabe merah sma cabe rawit terasi. Stelah itu kuta ulek beri garam gula dan bumbu oenyedap lainnya----",60,/id/resep/3931538-ayam-geprek-super-pedas-ala-bensu
Ayam bakar teflon bumbu instant,sayap ayam--bumbu inant ayam goreng--saus teriyaki--kecap manis--gula pasir--jempol jahe--jempol lengkuas--air--margarine--,"Cuci bersih sayap ayam. Tiriskan. Lalu didihkan sedikit air. Rebus sebentar buang airnya. Rebus kembali air yg baru hingga mendidih baru masukkan bumbu instant. Aduk rata lalu masukkan ayam, lengkuas dan jahe. Ungkep hingga matang.--Setelah airnya menyusut tambahkan saus, gula dan kecap. Aduk rata.--Siapkan teflon anti lengket beri sdikit margarine. Masukkan ayamnya bolak balik sambil disemir sisa bumbu td. Panggang hingga matang merata. Sajikan dg sambal dan lalapan ksukaan 😁--",5,/id/resep/4411344-ayam-bakar-teflon-bumbu-instant
Ayam Pop & Sambalnya,ekor ayam ukuran kecil--belah----bawang merah--bawang putih--kemiri sangrai--jahe--serai----lengkuas halus--daun jeruk--daun salam--garam--gula pasir--air kelapa----cabe kriting--bawang merah--tomat--garam--gula pasir--pete  bila suka--minyak sayur--,"Buat bumbu halusnya... Lalu tumis sebentar, masukkan lengkuas, serai, duo daun & air kelapanya, aduk2--Segera masukkan ayamnya, garam & gula pasir, masak hingga air mengering, bolak balik ya--Skrg buat sambalnya : haluskan cabe, bawang merah & tomat, lalu tumis, kl ada pete boleh tu dimasukkin, + garam & gula pasir, koreksi rasa--Jadi deh... Tinggal santap dgn sambal--",7,/id/resep/4448165-ayam-pop-sambalnya
Ayam Geprek a’la Dina,ayam dada tanpa tulang--tepung bumbu ayam krispi--telor--minyak goreng--bumbu ulek/--rawit merah--bawang merah--bawang putih--tomat--gula pasir--garam--minyak panas sisa goreng ayam--,"Belah dua menipis dada ayam--Kocok telor, lalu balurkan ayam kedalam telor merata, angkat lalu balurkan kedalam tepung ayam, angkat lalu masukan kedalam telor lagi angkat dan terakhir balurkan kedalam tepung ayam. Sisihkan--Panaskan api, goreng ayam tadi yg sudah di balur telor dan tepung. Goreng sampai matang, kecoklatan dan krispi. Angkat & sisihkan--Menggunakan ulekan sambel yg sudah halus, tuang minyak panas lalu aduk rata.--Letakan dada ayam yg sudah di goreng di atas ulekan sambel dan ulek/Geprek/tekan. Balurkan sambel di atas ayam juga--Sajikan--",10,/id/resep/4453291-ayam-geprek-ala-dina
Ayam masak merah pedas manis,ayam--daun salam--garam--penyedap--gula merah--gula putih--se--cabe rawit--minyak--air----cabe merah--bawang merah--bawang putih--kemiri--jahe--,"Tumis bumbu halus, setelah wangi masukkan ayam. Tumis sedikit--Tambahkan air sedikit aja, untuk menyerap bumbu dan mematangkan ayam. Masukkan garam, daun salam, penyedap, gula merah dan putih.--Setelah agak meresap, masukkan cabe rawit dan sedikit kecap.--Sajikan--",3,/id/resep/4452991-ayam-masak-merah-pedas-manis
Sup jagung bola ayam wortel,daging ayam----susu bubuk--tepung terigu--kuning telur ayam--merica bubuk--garam--wortel--serut halus--minyak wijen----minyak sayur--bawang putih----bawang bombay--kaldu ayam--jagung manis--wortel--merica--garam--kaldu bubuk jamur/ayam----sohun--rendam air panas lalu--,"Campur semua bahan bola ayam, lalu buat bulatan dan rebus di air panas, lalukan sampai semua adonan habis lalu tiriskan--Tumis bawang putih dan bawang bombay dengan 1sdm minyak hingga harum dan layu, tuang air kaldu--Masukan wortel+jagung+bola ayam, beri garam merica dan kaldu bubuk, test rasa--Rebus hingga sayuran lunak--Hidangkan dengan sohun--",25,/id/resep/4448966-sup-jagung-bola-ayam-wortel
Sup Ayam Telur Kocok,--ayam--telur ayam--wortel--jagung--daun seledri--garam----daun bawang--bawang putih--bawang bombay--minyak--,"Cara membuat bumbu tumis:
Masukan minyak sedikit, masukan semua bahan tumis, orak arik sampai harum, matikan api sebelum bawang menjadi coklat--Cara membuat kuah kaldu ayam:
Panaskan air, masukan ayam, tunggu hingga matang.--Cara membuat sup ayam:
Panaskan kaldu ayam tadi, ayamnya diangkat (dipindah ke wadah lalu disuwir), rebus wortel dahulu, tambahkan garam--Ketika wortel sudah empuk, masukan jagung, dan ayam suwir--Wortel, jagung sudah empuk, masukan telur (kocok telur di wadah lain) masukan kocokan telur sedikit demi sedikit sambil Diaduk terus--Terakhir masukan seledri, matikan api. Sup ayam telur kocok siap dihidangkan🤗--",5,/id/resep/4452850-sup-ayam-telur-kocok
Nasi kebuli ayam simpel,beras--bumbu kebuli bubuk--santan kara 65--bawang bombay kecil----garlic powder--merica hitam bubuk--garam--ayam--air--,"Cuci bersih ayam, beri garam, merica, garlic powder, bubuk kebuli dan daun salam, tambahkan air, hingga ayam terendam, cicipi, masak dgn api sedang hingga ayam empuk, angkat ayam, tiriskan.--Tumis bawang bombay dgn 1sdm minyak.--Masukkan beras yg sudah dicuci ke dalam air rebusan ayam tambahkan tumisan bawang bombay aduk rata, tambahkan air jika diperlukan (seperti mengaton nasi) cicipi, koreksi rasa, aron nasi dgn api sedang.--Saat air sudah mulai berkurang, tambahkan santan, aduk rata (api kecil), hingga meresap, tutup panci, matikan api, diamkan 10-15 menit.--Panaskan kukuskan, kukus aronan nasi, letakkan ayam di bahian paling atas, kukus selama 15 menit, angkat ayam, aduk nasi biar matang merata, masak kurleb 25 menit hingga nasi matang dan tanak.--Goreng ayam yg sudah dingin (jgn goreng panas2), dalam minyak secukupnya, angkat sisihkan.--Sajikan nasi kebuli + ayam goreng + acar timun.--",7,/id/resep/4452899-nasi-kebuli-ayam-simpel
Garang ayam,ayam sayap--tahu--cc santan----bawang putih iris--bawang merah iris--daun salam--daun jeruk--laos geprek--jahe geprek--tomat hijau--cabe hijau besar--cabe rawit--,"Tumis bumbu kecuali tomat dan cabe rawit--Masukkan air, ayam, tahu sampe setengah matang--Masukkan santan, tomat, cabe rawit--Setelah mendiidih tmbhkan garam gula dan koreksi rasa. Utk tambahan msg sesuai selera saja. Karena sy enggk pake--Selamat mencoba--",3,/id/resep/4452924-garang-ayam
Ayam mercon pedas,ayam--cabe merah keriting--cabe rawit setan--jahe--laos--kunyit--tomat uk besar--daun sereh--daun jeruk--daun bawang--terasi--garam--penyedap rasa--gula--lada bubuk--air--minyak--,"Rabus ayam hingga matang, lalu goreng sebentar agar luarnya garing.. tapi kalau di rebus aja gpp... Gaperlu di goreng (optional)--Chopper semua bumbu halus kecuali daun sereh, daun jeruk dan daun bawang.--Siapkan minyak utk menumis bumbu halus, tumis bumbu sampai harum tambah air sedikit, beri penyedap, garam, gula, lada sampai rasanya pas. Masukan daun sereh, daun jeruk dan daun bawang.--Setelah bumbunya matang, masukan ayam yg sudah matang lalu aduk aduk lagi.--Sajikan selagi panas. Selamat makaann!💕--",3,/id/resep/4452928-ayam-mercon-pedas
Ayam asem manis,ayam--terigu serbaguna--saos tomat--bawang bombay--wortel--daun bawang--bawang putih--telur--,"Cuci ayam lalu potong sesuai selera--Campurkan ayam yang sudah di potong dengan telur--Balur dengan tepung serbaguna lalu goreng hingga menguning tiriskan--Untuk membuat saos--Iris bawang putih, bawang bombay, wortel dan daun bawang--Tumis bawang putih dan bawang bombay tambahkan saos tomat beri sedikit air--Masukan wortel daun bawang beri sedikit gula dan penyedap rasa--Masukan ayam yang sudah di goreng tadi aduk-aduk--Koreksi rasa dan ayam asem manis pun siap dihidangkan--",5,/id/resep/4450303-ayam-asem-manis
Ayam kecap,ekor ayam--bawang merah--bawang putih--bawang bombai--merica--garam--minyak--kecap--,"Iris halus bawang,tumis sampai wangi--Cuci bersih ayam,cemplungkan ke tumisan bawang aduk aduk sampai warnanya pucat,tambahkan air sedikit, masukkan garam dan merica.tutup penggorengan.gunakan api lilin supaya ayam matang dan lembut--Jika sudah mendapatkan tekstur yg dikehendaki masukkan kecap,aduk tunggu sampai kuah asat.koreksi rasa--",6,/id/resep/4452781-ayam-kecap
Kaldu Ayam kampung mudah,ekor ayam kampung--bawang putih--daun salam--baby wortel--jahe--air bersih--evoo--,Rebus ayam selama 5 menit sampai busa nya keluar semua. Matikan api buang airnya.--Tumis bawang putih yang sudah digeprek dengan evoo sampai harum. Masukkan air bersih wortel dan daun salam tunggu hingga air mandidih. Kemudian masukkan ayam dan jahe. Jika air sudah mendidih kecilkan api kemudian tutup pancinya dan biarkan selama lebih kurang 1jam.--Matikan api diamkan hingga suhu ruangan kemudian saring air kaldunya dan simpan didalam freezer. Bisa digunakan saat membuat makanan gurih. Selamat mencoba😚--,10,/id/resep/4442269-kaldu-ayam-kampung-mudah
Ayam Pallu Mara (Kuah Asam),belimbing sayur--iris--asam gelugur--bawang merah--iris--lengkuas--iris--daun jeruk--daun salam--ekor ayam negri--cabe rawit merah--kunyit bubuk--sereh--geprek--kaldu ayam--air putih--mangga muda--cacah--,"Tumis bawang merah, lengkuas, sereh, daun salam, daun jeruk--Masukkan air kaldu ayam--Masukkan garam, merica, kunyit bubuk, belimbing, dan asam gelugur--Masukkan ayam rebus--Tambahkan air putih--Masukkan cabe rawit merah--Aduk sampai ayam berubah warna--Koreksi rasa sesuai selera--Sajikan dengan cacahan mangga muda--",2,/id/resep/4452088-ayam-pallu-mara-kuah-asam
Ayam betutu daun singkong,ayam--daun singkong--royko--lada bubuk--ketumbar bubuk--kunyit bubuk--gula----bawang merah--bawang putih--kemiri--jahe--kencur--cabe merah----sereh--bawang merah--bawang putih--cabe setan--,"Blender bumbu halus lalu tumis masukan royko,gula,lada,ketumbar,kunyit bubuk. setelah harum masukan ayam tambah air lalu ungkep--Sambil menunggu ayam,rebus daun singkong--Setelah ayam dirasa hampir matang masukan bumbu rajang, lalu masukan daun singkong kemudian ungkep kembali,korelsi rasa,setelah ayam dirasa matang dan bumbu meresap angkat dan sajikan--",4,/id/resep/4451862-ayam-betutu-daun-singkong
Ayam Sambal Balado Teri,ekor ayam----tomat  dadu--daun kucai--daun jeruk dan daun salam--asam jawa--gula merah--garam--air--bumbu halus--cabe merah--bawang putih--bawang merah--kemiri--minyak goreng--,"Haluskan semua bumbu, kemudian tumis hingga harum dan kecoklatan--Tambahkan air secukupnya nya agar saat ditambahkan ayam, daging bisa meresap--Masukkan potong ayam dan teri kemudian aduk rata--Tambahkan daun jeruk, daun salam, gula merah, garam, asam jawa, bombay dan tomat sambil diaduk tunggu hingga air berkurang atau sat--Setelah daging meresap masukkan irisan daun kucai kemudian aduk--Semua bahan dan bumbu tercampur angkat dan sajikan--",6,/id/resep/4451693-ayam-sambal-balado-teri
Sayap ayam kecap,sayap ayam--kecap hitam--ba--bawang putih rajang--kembang lawang--kapulaga--pala--merica hitam--minyak goreng--air putih--cabe rawit merah--garam dan gula--kentang ukuran sedang  dadu--,"Tumis bawang merah dan bawang putih sampai harum--Masukan air putih tunggu sampai mendidih--Setelah air mendidih masukan sayap ayam tunggu hingga matang--Setelah matang masukan kecap dilanjutkan dengan kembang lawang, pala, kapulaga, merica, garam, dan gula secukupnya.--Selanjutnya masukan kentang (bila suka)--Tunggu semua matang dan kecap mengental--Sayap ayam kecap siap disajikan. (NB: apabila anda membuatkan untuk sajian si kecil merica dan cabe rawitnya dapat di anda skip--",6,/id/resep/4449429-sayap-ayam-kecap
Nasi kebuli ayam,--ekor ayam--menjadi  bagian--beras--air--kismis----bawang goreng--kayumanis--serai----cengkih--kapulaga--bunga pekak/bunga lawang/ar anise--garam--kaldu bubuk----bawang merah--bawang putih--pala--jahe--ketumbar sangrai--merica an sangrai--jinten sangrai--,"Cuci bersih ayam sisihkan--Masukkan ayam, aduk-aduk sampai rata. Tuangi 400 ml air dan tutup wajan. Masak sampai ayam menjadi empuk. Cek rasanya, jika kurang garam bisa ditambahkan.--Angkat ayam dari air kaldu. Sisihkan--Campur beras dan air kaldu di dalam baskom rice cooker. Tambahkan garam dan air secukupnya jika perlu. Tekan tombol ""cook"" dan biarkan sampai nasi matang. Jika tombol cook sudah padam, masukkan kismis dan aduk sampai rata. Tutup kembali rice cooker dan biarkan sampai kismis menjadi mekar dan lunak.--Panaskan minyak goreng dalam wajan, goreng ayam sampai matang dan agak kering. Angkat dan tiriskan. Sajikan nasi kebuli bersama ayam goreng.--",3,/id/resep/4451416-nasi-kebuli-ayam
"Kroket kentang isi ayam dan wortel
(Indonesian Potato Croquettes with Chicken and carrot)",--kuning telur--pala parut halus--merica bubuk----garam----bawang merah----bawang putih----daging ayam cincang--wortel--rajang kotak kecil--merica bubuk--pala--parut dengan parutan keju----daun bawang--rajang halus------gula pasir--susu cair----garam------telur----air----breadcrumbs atau tepung panir--kentang--kupas--ukuran  x----breadcrumbs atau tepung panir--,"Membuat kulit kroket
Siapkan wajan, beri minyak agak banyak dan panaskan. Goreng kentang hingga empuk dan permukaanya sedikit kecoklatan, jangan terlalu lama menggoreng hingga kentang menjadi kering. Test kematangan kentang dengan menusukkan bagian tengah dengan garpu atau pisau, jika ujung garpu melesak dengan mudah maka kentang telah matang. Segera angkat dan tiriskan.--Dinginkan kentang, kemudian proses kentang dengan chopper atau food processor atau anda bisa juga menumbuknya manual dengan ulekan batu hingga menjadi adonan yang
smooth.
Tuangkan adonan ke piring atau mangkuk, masukkan semua bahan kulit lainnya, aduk hingga rata. Cicipi rasanya, tambahkan garam jika kurang asin. Sisihkan.--Membuat tumisan isi
Siapkan wajan, panaskan margarine hingga meleleh. Tumis bawang merah dan bawang putih hingga harum dan matang. Masukkan ayam cincang, aduk dan tumis hingga daging ayam berubah warnanya.
Tambahkan wortel, aduk dan masak hingga wortel dan ayam matang.
Masukkan semua bahan tumisan isi lainnya kecuali susu cair dan maizena, aduk dan tumis selama beberapa detik saja. Masukkan susu cair dan tepung maizena, aduk dan masak hingga tumisan mengental dan menggumpal. Cicipi rasanya.--Membentuk kroket
Ambil sekitar 1 1/2 sendok makan adonan kulit kroket (saya membuat ukuran yang jumbo), pipihkan adonan di permukaan tangan. Jika adonan lengket olesi permukaan tangan dengan minyak goreng.
Letakkan 1 sendok makan tumisan isi di tengah-tengah adonan kulit, bungkus tumisan isi dengan adonan kentang dan bulatkan. Gelindingkan kroket di permukaan tangan hingga berbentuk bulat lonjong yang smooth. Tata adonan di permukaan piring, dan bentuk sisa adonan lainnya hingga habis.--Celupkan bulatan adonan kroket ke dalam kocokan telur hingga seluruh permukaanya tertutup rata oleh telur. Tata kroket yang telah dicelupkan di kocokan telur di wadah datar lainnya, lakukan pada semua adonan kroket.
Cuci tangan anda hingga bersih dan keringkan hingga benar-benar kering.--Jatuhkan sebuah adonan secara hati-hati di permukaan tepung panir/
breadcrumbs, siram seluruh permukaan kroket dengan tepung panir hingga tertutup rata.
Kemudian tekan-tekan kroket di permukaan telapak tangan hingga tepung menempel dengan baik, tambahkan tepung panir kembali jika kurang tebal. Tekan tepung panir di permukaan kroket sambil bentuk kroket diperbaiki agar mulus.--Tata kroket yang telah dilumuri dengan tepung panir di permukaan piring datar dan lakukan pada semua adonan kroket lainnya.
Siapkan wajan anti lengket, beri minyak agak banyak dan panaskan. Goreng kroket dengan api kecil saja sambil kroket dibalik-balik agar permukannya matang merata. Jika telah berwarna coklat keemasan, angkat dan tiriskan.
Kroket siap disantap. Super yummy!--",3,/id/resep/4451449-kroket-kentang-isi-ayam-dan-wortel--indonesian-potato-croquettes-with-chicken-and-carrot
Soup ayam kembang tahu(fucuk kai)🐔,kembang tahu--ayam di  kecil2----bawang putih--garam--gula pasir--penyedap rasa ayam--air--,"Air secukupnya,masukan bawang putih yg di cincang,masukan ayam diamkan hingga mendidih,setelah mendidih sobek2 kembang tahu sambil masukan kembang tahu ke dalam rebusan ayam,masukan penyedap,gula pasir,dan garam,cek rasa,tunggu kembang tahu layu lalu.lalu matikan siap di hidangkan.--Nb:bisa di tambah brokoli,wortel dsb sesuai selera..--",6,/id/resep/4451226-soup-ayam-kembang-tahufucuk-kai%F0%9F%90%94
Somay Ayam (frozen food),daging ayam giling--udang kupas--bawang daun--tapioka--garlic powder--merica bubuk--garam--minyak wijen--kecap asin--wortel parut engah halus--/topping--kulit pangsit--,"Campur semua bahan, sisakan wortel parut untuk topping--Ambil selembar kulit pangsit, isi dgn adonan kurang lebih 1 sdm kemudian beri topping wortel--Lakukan hingga adonan habis--Kukus 15 - 20 menit--",11,/id/resep/4426035-somay-ayam-frozen-food
Sup Ayam Rawit,ayam 2--air--cabe rawit hijau--cabe rawit merah--tomat 2--garam dan kaldu ayam bubuk--jahe geprek----bawang putih--bawang merah--merica--,"Rebus ayam sampai mendidih. Buang air rebusan pertama.--Rebus kembali ayam bersama jahe geprek. Sampai mendidih.
Tumis bumbu halus sampai harum. Masukkan sebagian rawit hijau dan merah yg di geprek. Tumis sampai rawit agak layu.--Masukkan tumisan bumbu halus dan cabe rawit ke dalam air rebusan ayam. Beri garam dan kaldu bubuk.--Masukkan sisa cabe rawit hijau dan cabe rawit merah. Masak sampai mendidih. Koreksi rasa. Terakhir masukkan tomat merah.
Sajikan--",9,/id/resep/4449239-sup-ayam-rawit
Ayam Goreng Terasi ala resto,ekor ayam   bagian------bawang putih------jahe------minyak wijen--saos tiram--kecap asin--lada bubuk--tepung maizena--kecil terasi--sangrai----kaldu jamur--bahan tepung--tepung maizena--tepung tapioka--tepung terigu--tepung beras--baking powder--,"Campur bumbu marinasi ke ayam aduk rata kemudian simpan di kulkas min 1 jam/sampai bumbu meresap *di marinasi semalaman lebih bagus--Siapkan bahan tepung--Setelah 1 jam keluarkan ayam masukan bahan tepung campur rata--Kemudian goreng di minyak panas sedang hingga matang merata angkat&tiriskan--Ayam goreng terasi siap di sajikan😊
~di resep asli ada penambahan air 50 ml tapi di sini saya skip karna ayam nanti pas di marinasi mengeluarkan air 😊--",123,/id/resep/4450905-ayam-goreng-terasi-ala-resto
Gadon Ayam,daging ayam fillet--cincang--santan dari   kelapa--telur--kocok lepas--daun salam--daun pisang--tusuk gigi/lidi----bawang merah--bawang putih--ketumbar sangrai--merica bubuk--lengkuas--kencur--kemiri sangrai--garam--gula merah--,"Campur bumbu halus dengan daging cincang, santan, telur. Aduk rata--Lipat daun pisang, letakkan daun salam, lalu tuangkan adonan ke dalam daun pisang. Bungkus, sematkan dengan tusuk gigi/lidi--Kukus selama 30 menit.--",5,/id/resep/4451000-gadon-ayam
Ayam ungkep pandan,ekor ayam--bbrp bagian--racik ayam goreng--serai----daon salam--lengkuas--geprek--daon pandan----ketumbar--sy pakai versi ketumbar bubuk----bawang putih--bawang merah--kecil kunyit--kemiri--cabe merah--garam dan penyedap--air dan minyak goreng--,"Panaskan minyak, tumis bumbu halus, serai, daon salam, lengkuas sampai harum. Masukkan daon pandan. Kemudian masukkan potongan ayam. Aduk2 sampai bumbu rata. Tambahkan air secukupnya. Masukkan bumbu racik dan jg ketumbar. Beri perasa. Tes rasa. Masak sampai air susut. Atau bs jg sampai air mengering.--Ayam bs di santap dalam kondisi basah (agak berkuah). Atau bs jg dg digoreng lebih dulu. Keduanya nikmat dimakan dg nasi putih.. Nyammmm..--",1,/id/resep/4450860-ayam-ungkep-pandan
Ayam lada hitam,ayam  kecil--bawang bombay ukuran sedang--bawang putih--saori lada hitam--air--,"Bersihkan ayam, tumis bawang bombay dan bawang putih sampai harum lalu masukkan ayam, tumis sampai ayam setengah matang--Masukkan 2 sachet saori lada hitam, aduk dan tambahkan 1 cup air--Masak sampai ayam matang dan air menyusut--",6,/id/resep/4451127-ayam-lada-hitam
Ayam goreng tepung tasty🤤,ayam kurang lebih--bumbu ungkep--bawang merah--bawang putih--daun jeruk--jahe--kunyit--lengkuas--garam--gula dan merica--bumbu tepung--telur kocok lepas--tepung terigu--tepung terigu--tepung maizena--garam dan kaldu jamur campur--,"Haluskan bumbu halus campur garam, gula dan merica--Pijit2 ayam lalu ungkep selama min 1 jam--Setelah diungkep balur ayam di tepung terigu (terigunya polosan)--Lalu telur--Lalu ke campuran tepungterigumaizena--Goreng dengan api sedang hingga kuning kecoklatan, ingat gorengnya dgn api sedang, klo minyak uda kepasanan boleh kecili lg apinya biar ayam warna ayam ttp cantik dan mateng dalamnya--Sajikan dengan saus sambel atau polosan, karena tasty bgt dr bumbu ungkepnya, wangi daun jeruk nya yummy--",7,/id/resep/4450902-ayam-goreng-tepung-tasty%F0%9F%A4%A4
Salad Sayur Ayam Panggang (Tanpa Kulit),--dada ayam--bawang putih--lada hitam bubuk--se--oregano dan parsley----selada--jagung manis--wortel--tomat cherry--yoghurt plain----olive oil--lemon--,"Oleskan bahan-bahan ayam panggang satu per satu. Lalu marinasi di kulkas selama 1-2 jam--Setelah 1-2 jam, oleskan loyang dengan olive oil. Panaskan oven. Lalu panggang ayam selama 25-30 menit dengan api 180 derajat. Panggang api atas dan bawah--Rebus jagung dan wortel di air mendidih. (Kukus juga bisa). Setelah matang angkat dan tiriskan. Lalu diamkan sebentar sampai dingin.--Sambil menunggu ayam matang, campur semua bahan salad sayur. Lalu aduk rata dan koreksi rasa--Sajikan salad sayur, dan ayam panggang yg sudah matang. Selamat mencoba👌--",7,/id/resep/4450740-salad-sayur-ayam-panggang-tanpa-kulit
47.Risoles ayam,terigu segitiga--telur--susu cair--garam--margarin cair----dada ayam rebus--lalu suwir--kentang--wortel--daun bawang----bawang putih rajang--merica--pala--kayu manis----telor kocok lepas--tepung panir--,Campur semua bahan kulit. Klau bergerindil saring terlebih dahulu--Buat dadar tipis--Bahan isian :tumis bumbu sampai harum masukkan kentang dan wortel yg sudah dipotong kotak.--Masukkan air kaldu rebusan ayam dan ayam suwirnya.--Masak sampai air agak kering.--Isi setiap dadar kulit dengan satu sendok makan isiannya--Lipat amplop dan gulung.celup dalam kocokan telur dan gulingkan diatas tepung panir--Goreng dengan minyak panas sampai kuning--,4,/id/resep/4238787-47risoles-ayam
