Title,Ingredients,Steps,Loves,URL
Capcay goreng sapi,"wortel,--bongkah kembang kol ukuran sedang--jamur kuping kering, direndam, di sedang--sawi hijau--jagung muda--baso ikan,  baso  jadi--daging sapi yg sudah direbus,  tipis--kaldu sapi--bawang putih, dicincang--saos tiram--kecap inggris--minyak goreng--tepung sagu diencerkan--daun bawang--garam--","Tumis bawang putih sampai harum, masukkan daging sapi yg sudah direbus, wortel, baso ikan, jamur, jagung, lalu aduk-aduk sampai layu.--Masukkan kembang kol, sawi hijau, daun bawang, lalu aduk-aduk kemudian masukkan kaldu panas, masak dengan api besar sekitar 5 menit terus kecilkan api.--Masukkan saos tiram, kecap inggris, dan garam secukupnya. Setelah itu masukkan tepung sagu encer, aduk-aduk hingga mengental dengan api sedang. Angkat sajikan.--",3,/id/resep/4043956-capcay-goreng-sapi
Sapi Goreng Simpel dan Enak,daging sapi--lengkuas geprek--daun salam--daun jeruk purut--bumbu halus--bawang merah--bawang putih--kemiri--ketumbar--garam--kaldu sapi bubuk--asam jawa--keping gula jawa--,"Cuci bersih daging sapi lalu potong-potong, sisihkan.--Uleg bumbu halus (pakai ulegan saja) setelah halus penyet-penyet potongan daging sapi satu-persatu sambil dilumuri bumbu dan di tata di panci presto (Sisa bumbu halus bisa dipakai untuk marinasi daging setelah dipresto).--Tambahkan lengkuas daun salam dan daun jeruk ke dalam panci presto. Lalu tambahkan air kira-kira 400ml-600ml sampai daging tenggelam (sesuaikan dengan ukuran panci). Rebus daging selama 20 menit.--Setelah daging dipresto dan empuk, marinasi daging tersebut kedalam sisa bumbu halus. Diamkan 30 menit agar daging meresap.--Goreng sebentar agar daging matang dan kecoklatan. Daging sapi goreng empuk disajikan dengan nasi hangat, sambel manis dan lalapan. Nyuuuzz banget. Selamat mencoba.--",4,/id/resep/4030903-sapi-goreng-simpel-dan-enak
Mie Kocok Kaki Sapi BANDUNG,kaki sapi--serai di geprek--daun salam--garam--cm jahe di geprek--bawang putih di geprek--air untuk merebus--bumbu yang dihaluskan--bawang merah--bawang putih--cm jahe--cengkuas--bahan lainya--minyak untuk menumis--air untuk kuah--garam--chicken stock/beef stock--bawang daun   cm--mie basah--toge--sambal cabe rawit--irisan jeruk nipis--irisan seledri--bawang goreng--kecap manis--serbuk merica putih--,"Siapkan bahan2--Masukan kedalam Panci/pressure cooker,Air,Kaki,Sapi,Serai,daum salam--Bawang putih,Jahe,Lengkuas,dan garam.Tutup panci dan rebus selama 30 menit,sampai separuh masak--Matikan api,buka tutup panci,angkat kaki sapi dan rebus kembali dengan Air yang baru smpai lembut--Rebus cabe rawit dan cabe merah,Kemudian haluskan dengan blender,jangan terlalu halusmya,kasar aja.--Potong2 bawang putih,bawang merah,jahe,dan lengkuas,kemudian blender sampai halus--Panaskan minyak lalu tumis bumbu halus sampai harum dan matang--Keluarkan kaki sapi yang sudah lembut,kemudian potong2--Masukan bumbu halus yang sudah di tumis,ke dalam air,rebusan kaki sapi yang ke2,tambahkan garam dan chicken stock.Aduk rata dan koreksi rasa--Masukan potongan daun bawang--Cara penyajian : celupkan mie dan toge,kedalam panci berisi air mendidih,kemudian angkat.Tata dalam mangkok saji masukan potongan kaki sapi dan siram dengan kuah.Tambahkan merica bubuk,kecap manis,irisan seledri,bawang goreng,sambal dan perahan jeruk nipis.MIE KOCOK KAKI SAPI READY TO SERVE...ENJOY 😚😚😚--",12,/id/resep/4033831-mie-kocok-kaki-sapi-bandung
Bakso Sapi,"daging sapi segar dan berkualitas--tepung sagu atau tepung kanji/tapioka--merica bubuk--bawang putih ukuran agak besar, dihaluskan--cc es serut atau es kristal yang sudah dihaluskan--garam atau kira-kira--telur ayam--bahan kuah bakso :--tulang sapi atau tetelan sapi----kaldu instan bubuk rasa sapi--air bersih--bawang putih ukuran sedang besar. kupas dan haluskan--merica bubuk--garam--pelengkap :   mie keriting yang sudah diseduh air panas--pelengkap :   daun bawang dirajang kecil-kecil--pelengkap :  daun seledri dirajang halus--pelengkap :  sawi dan  toge/kecambah--pelengkap : bawang goreng--pelengkap : sambal, kecap, dan saus tomat/cabe--","Haluskan daging sapi segar bersama dengan bawang putih, garam, merica bubuk, dan es serut nya. Bisa menggunakan food processor, blender, atau ke tempat penggilingan daging terdekat.--Masukkan tepung sedikit demi sedikit sambil diaduk sampai tepung tercampur rata dengan bahan gilingan daging baksonya. Tambahkan tepungnya jika dirasa perlu untuk ditambahkan sampai adonan benar-benar kalis.--Siapkan panci besar berisi air panas untuk merebus adonan bakso yang sudah jadi.--Ambil adonan baksonya dengan sendok, lalu bentuk bulatan2 dengan tangan.--Saya bikin bakso yang ukuran besar pakai cetakan dan di dalamnya saya isi potongan sosis, telur, dan keju. Ini penampakan cetakan bakso saya teman-teman.--Masukkan semua pentol baksonya ke dalam rebusan air sampai benar-benar matang hingga bagian dalamnya (tandanya bakso udah mengapung di permukaan air). Tapi kalo saya merebusnya cukup beberapa menit saja. Saya tidak lama-lama merebus pentol baksonya karena khawatir rasanya jadi hambar (rasa dagingnya keluar semua jadi kaldu). Jadi setelah mengeras bakso saya tiriskan segera, kemudian saya lanjut kukus untuk melanjutkan proses pematangan secara sempurna.--Ini hasilnya pentol-pentol bakso yang sudah matang. Abaikan bentuknya yang kurang rapi ya teman-teman, yang penting rasanya enak hehehe...--Cara membuat kuah bakso : Rebus tetelan dan tulang sapi sampai matang dan keluar kaldunya. Tumis bawang putih yang sudah dihaluskan tadi, kemudian masukkan ke dalam air rebusan tetelan dan tulang. Tambahkan merica bubuk, garam, dan kaldu instan.--Siapkan mangkuk saji. Tata di atas mangkuk, pelengkap sajian bakso : mie keriting yang sudah direbus, tetelan sapi, sawi hijau kecambah, dan daun bawang seledri. Kemudian siram kuah baksonya lalu beri bakso beberapa butir dan taburi bawang goreng.--Sajikan bersama sambal, kecap, dan sausnya. Selamat mencoba ya 🙏--",6,/id/resep/4043309-bakso-sapi
Sup Daging Sapi sederhana,daging sapi--wortel--kentang--bawang merah--bawang putih--btang daun sup--btang daun seledri--royko rasa sapi--garam--minyak goreng--,"Rebus daging sampai air mendidih, kemudian buang air rebusan pertama, stelah itu tambahkan air kembali, dimasak sampai Daging nya empuk--Tumis bawang merah, kalau udah agak matang masukin bawang putih giling, stelah itu tuangkan rebusan daging dan kuahnya--Tambahkan air, kemudian masukin irisan wortel dan irisan kentang--Kalau sudah mulai matang masukin daun sup dan seledri--Kalau sudah matang tambahkan royko rasa sapi dan garam.. aduk rata--Sop siap disajikan..--",3,/id/resep/4043311-sup-daging-sapi-sederhana
Kikil sapi bumbu urap,"kikil sapi tipis--kelapa parut sangrai tdk ush terlalu kering--daun salam--sereh geprek--air--gula,garam--bumbu halus--bawang merah--bawang putih--cabe merah kriting--lengkuas--tomat--lada--","Tumis bumbu halus hingga harum,masukan salam dan sereh,tumis hingga bumbu matang--Masukan kikil sapi,beri gula dan garam,tuangi air dan biarkan mendidih dan air sedikit menyusut,tes rasanya--Terakhir masukan kelapa yg sdh di sangrai,aduk rata hingga kuah saat dan sedikit kering,angkat dan sajikan 👌😊--",130,/id/resep/3989572-kikil-sapi-bumbu-urap
"Beef steak with demiglace sauce, mashed potato",bahan steak :--sirloin/tenderloin--garam dan merica--olive oil--bahan sauce :--cc oil--tulang sapi--bawang bombay--wortel--daun bawang--daun seledri--kaleng tomato--tepung terigu--pcs bay leaves--pcs cengkeh--pcs blackpepper--air--bahan mashed potato :--coliban potato--butter chopped--cc susu panas--extra butter to serve--merica dan garam--bahan vegetables :--wortel--buncis--lobak--kacang kapri--edible flower--,"Lumuri daging dengan minyak, garam, merica. Sisihkan--Panaskan pan atau grill--Panggang daging bolak balik--Beri butter pada permukaan daging agar tidak kering--Hidangkan panas--Untuk mashed potato, kupas kentang potong dadu--Lalu kukus hingga empuk--Lumatkan kentang, tambahkan susu panas dan butter, campur rata--Tambahkan garam dan merica--Untuk sauce, panaskan minyak dalam stockpot, coklatkan tulang dengan temperatur rendah--Tambahkan bawang bombay, wortel, daun bawang, batang seledri hingga berwarna coklat tambahkan tomato paste--Aduk hingga coklat, kemudian matikan apinya--Tambahkan tepung terigu dengan menggunakan api rendah kemudian aduk--Tambahkan air, aduk hingga mendidih--Tambahkan bay leaves, blackpepper, dan cengkeh, simmer selama 4 jam dan aduk sesekali juga skin off busa kemudian saring--Kemudian untuk sayuran dipotong memanjang / jardiniere lalu di blanched menggunakan merica dan garam--Sajikan steak dalam keadaan panas dengan saus, mashed potato dan juga sayuran--",21,/id/resep/4042750-beef-steak-with-demiglace-sauce-mashed-potato
Kare Sapi,"daging sapi rebus--lt santan--bumbu halus :--bawang merah--bawang putih--kemiri sangrai--jahe n kunyit--ketumbar, merica, jinten sangrai--cabe merah--bahan pelengkap :--pekak/bunga lawang sangrai--kayu manis sangrai--kapulaga sangrai--lengkuas--sereh--daun salam, daun jeruk--gula n garam--","Sebelumnya daging udh aq masak kurleb sejam, angkat, tiriskan, potong dadu--Tumis bumbu halus sampe matang dan harum, masukkan pekak / bunga lawang sangrai, kayu manis sangrai, kapulaga sangrai, lengkuas, sereh, daun salam, daun jeruk, tunggu sebentar hingga layu dan wangi--Masukkan santan, aduk dan biarkan hingga mendidih--Masukkan potongan daging, aduk. Kecilkan api. Masak kurleb 30-60menit hingga kuah menyusut dan daging empuk, meresap--Bumbui dg gula dan garam, tes rasa. (kalau suka bisa ditambah kaldu bubuk).--Matikan api tunggu hingga hangat, baru hidangkan.--",6,/id/resep/4042780-kare-sapi
Sambel goreng hati sapi,"hati sapi, rebus lalu  dadu--santan instan kemasan segitiga--papan petai--bawang merah--bawang putih--kemiri sangrai--cabe merah besar, iris tipis--cabe rawit--cabe merah keriting--ketumbar--lengkuas, memarkan--serai, memarkan--daun jeruk--daun salam--daun kari--gula--garam--lada bubuk--","Haluskan bawang putih, bawang merah, kemiri, ketumbar, cabe rawit, cabe keriting. Tumis bersama lengkuas, serai, daun salam, daun jeruk, daun kari, tumis sampai matang dan harum.--Masukkan cabe merah iris, aduk sampai layu, kemudian tambah air secukupnya dan santan, aduk.--Masukkan hati sapi yg sudah dipotong dadu, lalu aduk dan biarkan air menyusut setengahnya, kemudian masukkan petai. Bumbui dengan garam, gula dan lada.--Masak hingga air menyusut (kadar air disesuaikan aja sama selera masing-masing yaa, mau nyemek atau kering), koreksi rasa. Sajikan.--",12,/id/resep/4042304-sambel-goreng-hati-sapi
Sapi Saus Lada Hitam praktis,"daging sapi has dalam, iris tipis atau selera--bawang bombay 2 kotak--paprika merah 2--paprika hijau 2--saori saus lada hitam--air--","Siapkan semua bahan daging, bawang bombay, paprika hijau dan merah--Tumis daging yang sudah di potong-potong hingga berubah warna.--Masukan bawang bombay yang telah diiris kotak.--Masukan paprika merah dan paprika hijau lalu aduk merata--Masukan 2 sachet saori saus lada hitam aduk sebentar dan tambahkan sedikit air lalu masak hingga bumbu meresap ke daging..--Setelah bumbu meresap, matikan api dan hidangkan hangat2..--",16,/id/resep/4013746-sapi-saus-lada-hitam-praktis
Daging Sapi Saus Tiram Simple,daging sapi--bawang putih--daun bawang--cabe rawit--garam--gula merah--lada--saus tiram--,"Potong daging kecil-kecil kayak dadu--Tumis bawang putih, batang daun bawang, dan cabe--Masukkan dagingnya terus kasih air dikit, tambahin garam, lada, gula merah dan saos tiram--Aduk-aduk aja sambil icip rasa dan daging empuk--Tadaaa, selesai, tinggal taro diatas nasi yang panas. Yummy 😋--",6,/id/resep/4042322-daging-sapi-saus-tiram-simple
Beef barbeque praktis (PR_pasta),pettucine la ponte--bawang putih cincang--pasta barbeque la ponte--slice beef  memanjang--penyedap--lada hitam--keju parut untuk taburan--minyak goreng--,"Rebus pettucine tambah minyak sedikit smpai matang atau aldente--Ditempat tepisah tumis bawang putih sampai harum kemudian masukan beef dan tambah pasta barbeque penyedap dan lada hitam tumis sampai matang--Setelah pettucine matang dan bumbu pasta siap ditata,, tata pettucine dlam piring siram dengan pasta barbeque dan taburi dengan keju parut siap untuk dihidangkan--",0,/id/resep/4042118-beef-barbeque-praktis-pr_pasta
Sup Daging Sapi Rempah,"daging sapi--wortel--kentang,--tomat, kotak,buang isi yg berarir--daun bawang--bawang merah--jinten--pala--merica--cm jahe, geprek--garam,gula,kaldu bubuk--","Presto daging sapi kurleb 15 menit dgn 1,5 lt air, sampai empuk..buang permukaan atas jika berbusa,angkat daging potong2,kemudian masukan kembali ke panci kaldu--Panaskan minyak,kemudian tumis bawang merah sampai harum dan sedikit kecoklatan tuang ke dalam kuah sapi--Masak lg daging sapi tadi beserta kaldu,masukan kentang,wortel,jinten merica jahe beserta bumbu lainnya--Cek rasa,angkat dan sajikan..enak banget dimakan dengan nasi panas,taburan bawang goreng,kerupuk serta sambal--Selamat menikmati--",6,/id/resep/4041099-sup-daging-sapi-rempah
Steak daging cincang / minced beef steak,"minced beef steak--daging giling--tepung roti--telur--garam--merica--saos barbeque :--bawang putih, keprek, cincang--bawang bombay, cincang--saos barbeque--kecap asin--garam--merica--air--tepung maizena, larutkan dengan  air--","Campur rata semua bahan minced Beef Steak.--Bentuk bulat-bulat besar. Pipihkan.--Panaskan sedikit buter di pan.--Masak adonan daging hingga matang.--Angkat.--Siap dihidangkan bersama saosnya.--Saos Barbeque : Panaskan minyak. Masukkan bawang putih, tumis hingga wangi. Tambahkan bawang bombay, masak hingga layu. Masukkan bumbu-bumbunya (kecuali maizena). Tambahkan air secukupnya, masak hingga matang & air berkurang. Masukkan tepung maizena sampai kekentalan yang diinginkan. Tes rasa. Angkat. Siap dihidangkan.--",9,/id/resep/4040185-steak-daging-cincang-minced-beef-steak
Garang asam iga sapi,tulang iga sapi--tomat hijau--air asam jawa kental--cabe rawit--cabe merah besar--cabe hijau besar--daun salam--kecap manis--cm lengkuas iris tipis tipis--air  untuk merebus tulang iga--minyak goreng  untuk menumis bumbu halus--bumbu halus:--lada bubuk--bawang putih--bawang merah--kemiri sangrai--terasi--garam--gula pasir--penyedap rasa sapi--,"1.Potong tulang iga sapi lalu rebus dengan air hingga empuk sisihkan.--Haluskan kemiri, bawang merah, bawang putih, garam dan terasi.
Tumis bumbu yang dihaluskan hingga harum, lalu sisihkan. masukan bumbu yang sudah ditumis, ke dalam air rebusan tulang iga tadi tambahkan air asam, kecap, daun salam,, cabai hijau, cabai rawit, dan lengkuas masak sampai mendidih. Lalu tambahkan,tomat penyedap rasa kemudian Aduk rata. Siap di sajikan--",8,/id/resep/4040022-garang-asam-iga-sapi
Tumis Pokcoy Daging Sapi,"bonggol sayur pokcoy, 2--daging sapi, iris tipis--bawang putih, cincang halus--cabe rawit merah, iris--saus tiram--garam, merica dan kaldu bubuk--","Tumis bawang putih dan cabe rawit sampai harum.--Masukkan daging sapi, masak sampai berubah warna.--Masukkan saus tiram, garam, merica dan kaldu bubuk secukupnya. Tambahkan sedikit air. Masak sampai daging empuk.--Masukkan terlebih dulu bagian pokcoy yg keras, baru bagian lainnya. Tes rasa. Masak sebentar. Angkat.--Masakan dah jadi. Bikinnya gampang bgt kan. It's so yummi and simple.--",32,/id/resep/4038734-tumis-pokcoy-daging-sapi
Oseng pipi sapi,pipi sapi rebus sampai empuk  kotak2--bawang merah--bawang putih--bawang bombay yg kecil--tomat hijau--cabe rawit merah--cabe hijau besar--petis ikan--kecap tropicana slim--sereh--daun salam--daun jeruk--lengkuas--seibu jari jahe--penyedap--sucralose  tetes--minyak kelapa buat menumis--,"Pipi sapi di rebus sampai empuk potong kotak2 sisihkan--Tumis Bawang merah, dan bawang putih yg dirajang, masukkan bawang bombay yg diiris juga, tambahkan tomat yg dibelah 6, cabe rawit n cabe hijau yg di rajang, sampai wangi.--Tambahkan serai, jahe, laos yg dikeprek, daun jeruk dan daun salam aduk2 smp wangi.--Tambahkan petis ikan, kecap manis tropicana dan penyedap serta gula sucralose (karena petis ikan sdh asin saya tdk menambahkan garam), aduk2 semua bahan yg ditumis kemudian masukkan pipi sapi yg sudah dirwbus tadi, aduk2 sampai tercampur semua.--Koreksi rasa dan masak sampai kurang lebih 5 menitan..matikan kompor dan siap dihidangkan..--",4,/id/resep/4039236-oseng-pipi-sapi
Sop kaki sapi,kaki sapi rebus sampai empuk--bawang putih--ibu jari jahe--sereh--daun jeruk--lada bubuk--garam--penyedap--,"Siapkan panci yg telah diisi air, masak smp air mendidih.. Masukkan kaki yang telah direbus tadi ke dalam panci. (saya tidak pakai air rebusan kaki yg dipresto tadi)--Tambahkan bawang putih, jahe, dan sereh yg di keprek, daun jeruk dan lada bubuk.--Koreksi rasa dengan menambahkan garam dan penyedap..masak sampai kira2 10 menitan.. matikan kompor dan siap untuk dihidangkan--",5,/id/resep/4039322-sop-kaki-sapi
Sayur sop daging sapi simple,daging sapi--wortel--buncis--brokoli--kubis--daun sledri rajang halus--daun bawang rajang--bumbu--bawang merah rajang--bawang putih rajang--merica bubuk--pala bubuk--gula garam--penyedap--,"Rebus daging sapi sampai empuk !!--Masukkan sayurannya--Sambil nunggu sayuran matang, tumis bumbu sampai harum !! Kemudian masukkan--Tambahkan merica bubuk,pala bubuk,gula,garam,penyedap kemudian tes rasa--Tunggu matang, dan sajikan--",10,/id/resep/4038956-sayur-sop-daging-sapi-simple
Tumis Kentang Sapi (no msg),kentang--daging sapi--bawang merah--bawang putih--kecap manis--garam--lada putih--,"Tumis bawang merah & bawang putih hingga matang--Masukkan daging sapi & kentang, tumis hingga layu.--Masukkan air secukupnya. Tunggu mendidih, masukkan garam, lada & sedikit kecap. Masak hingga matang & kuah menyusut.--",2,/id/resep/4038744-tumis-kentang-sapi-no-msg
Beef teriyaki (daging sapi teriyaki),daging sapi--saos teriaki--kecap manis--penyedap----bahan tambahan--wijen--gula--bawang bombai iris--bawang putih iris--,"Siapkan wajan beri sedikit minyak--Masukan bawang putih, bawang bombai tumis sampai harum--Masukan daging yang sudah di uleni tadi--Beri sedikit air--Masukan kecap, 1/2 sachet saos teriyaki sisa--Aduk aduk sampai air meresap--Angkat dan sajikan--",6,/id/resep/4038457-beef-teriyaki-daging-sapi-teriyaki
Daging sapi malbie kecap cabe ijo,"daging sapi--bawang merah bawang putih--cabe kecil + cabe hijau--pala dan kayu manis--bawang bombay--garam,gula,kecap manis--","Rebus daging sampe lembut,lalu potong kecil2--Blender bawang merah,bawang putih,dan cabe kecil--Iris cabe hijau,dan bawang bombay--Buah pala dan kayu manis ditumbuk, pakenya dikit aja yaaa, 1/2 sendok teh--Setelah daging lembut, panaskan minyak lalu tumis bumbu blender,bawang bombay dan cabe hijau--Masukkan daging dan tambahkan gula,garam (dicicip)--Tambahkan kecap manis bango td, cicip sesuai selera yaa--Tunggu sampe bumbu masuk kedaging,lalu matikan api--Finissssss😍😍--",2,/id/resep/4036338-daging-sapi-malbie-kecap-cabe-ijo
Soto tulang sapi presto,tulang sapi--daun bawang--daun seledri--bawang bombay--daun jeruk--bumbu geprek--serai--cm jahe--cm lengkuas--bumbu :--ketumbar--jinten--lada hitam--kayu manis--bunga cengkeh--pala--bumbu halus:--bawang putih--bawang putih--kemiri--garam dan knorr--gula--minyak menumis--air--pelengkap:--telur rebus--sambal--kol--tauge pendek--,"Panaskan minyak lalu Tumis semua bumbu kecuali bumbu ikat.--Kemudian masukkan air sebanyak 2 liter. Lalu masukkan daging.--Koreksi rasa. Kemudian tutup. Presto selama 20 menit.--Siapkan pelengkap. Tauge, telur dan kol iris tipis. Taburan bawang goreng dan juga irisan daun bawang. Tambahkan sambal dan juga nasi.--",3,/id/resep/3881641-soto-tulang-sapi-presto
Oseng mercon tetelan sapi,"tetelan sapi bs dganti daging sapi--cabe rawit--cabe merah keriting--bawang merah--bawang putih--gula merah/gula jawa,--kecap manis--garam--lada bubuk--minyak utk menumis--air--daun jeruk, iris tipis optional--","Cuci bersih tetelan sapi, potong2 sesuai selera, sisihkan.--Ulek kasar bawang merah, bawang putih, cabe rawit dan cabe merah. Sisihkan--Panaskan minyak secukupnya, tumis bumbu halus hingga wangi. Masukkan tetelan sapi, aduk beberapa saat.--Tambahkan air, gula jawa, garam, lada, kecap manis dan gula. Tutup wajan dan biarkan beberapa saat. Aduk2 sesekali. Koreksi rasa. Tambahkan rajangan daun jeruk. Tunggu hingga air menyusut. Angkat. Sajikan.--",8,/id/resep/4035855-oseng-mercon-tetelan-sapi
Beef cocciolini with mushroom sauce,daging sapi cincang--keju parut--bawang bombay--margarin--cocciolini/macaroni--mushroom sauce--,"Rebus macaroni/cocciolini dalam air mendidih selama kurleb 15menit, tambahkan margarin 1sdt, sisihkan--Tumis bawang bombay menggunakan margarin sampai harum, tambahkan daging sapi cincang, masak hingga berubah warna--Tambahkan mushroom sauce sesuai selera, masak hingga mendidih--Siap dihidangkan--",17,/id/resep/4035637-beef-cocciolini-with-mushroom-sauce
Beef Sweet soya saus,daging sapi--bawang putih--bawang merah--bawang bombay--cabe merah--kemiri--lengkuas--lada--tepung maizena larutkan--kecap manis--minyak wijen--garam--penyedap rasa royco sapi--gula--,"Rebus /presto daging hingga empuk--Haluskan bumbu bawang putih, lengkuas, lada, kemiri--Potong potong bawang bombay dan bawang merah--Langkah pertama tumis hingga harum bawang merah dan bawang bombay--Masukkan bumbu halus. Masakk lalu beri sedikit air.--Masukkan daging kecap manis, aduk rata tambahkan minyak wijen garam penyedap rasa gula masak sampai wangi--Terakhir beri larutan tepung maizena aduh hingga merata. Koreksi rasa dan sajikan--",1,/id/resep/4035345-beef-sweet-soya-saus
Beef Steak with Blackpepper Sauce,"bahan marinasi :--daging sapi khas dalam--lada putih bubuk--lada hitam--saos tiram--kecap asin--kecap inggris--bahan saus blackpepper :--bawang bombay,  kotak kecil--bawang putih, cincang halus--minyak untuk menumis--saus tiram--kecap manis--saus sambal--kaldu ayam bubuk--garam--gula pasir--lada hitam--lada putih bubuk--tepung maizena--air--","Cara Membuat Beef Steak :
Potong daging melebar dengan ketebalan 1 cm.
Marinasi daging yang sudah dipotong dengan seluruh bumbu marinasi daging. 
Diamkan 30menit - 1 jam di dalam kulkas. 
Panggang daging (lalu olesi saus blackpepper) dengan api kecil menggunakan happycall hingga matang (sesuai selera).--Cara Membuat Saus Blackpepper :
Tumis bawang bombay dan bawang putih hingga harum dengan minyak goreng. 
Kemudian masukkan seluruh bahan saos, kecap, gula, garam, kaldu bubuk, lada, dan air secukupnya. 
Lalu lakukan tes rasa. Kemudian terakhir tambahkan larutan tepung maizena.
Aduk rata. Sajikan.--",88,/id/resep/4033711-beef-steak-with-blackpepper-sauce
Daging sapi kecap pedas,"daging sapi--saus tiram--kecap manis--merica, garam, gula merah--air kaldu--bumbu yg dihaluskan:--bawang merah--bawang putih--ketumbar--kemiri--cabe rawit--cabe merah keriting--","Rebus daging sapi dgn daun salam, garam.--Tumis bumbu yg dihaluskan & gula merah. Masukkan daging sapi, kemudian aduk hingga bumbu merata.--Tambahkan kaldu & diamkan sampai mendidih. Stlh itu tambahkan kecap manis, saos tiram, garam, merica.--Diamkan sampai kaldu menyusut (tidak smpai kering) agar bumbu meresap. Koreksi rasa, angkat, sajikan.--",14,/id/resep/4027300-daging-sapi-kecap-pedas
Sambal Lidah Sapi pedas,lidah sapi--cabe rawit--cabe merah--bawang merah--bawang putih--jahe--daun salam--santan bubuk--,Lidah sapi direbus dan dibuang kulitnya terlebih dahulu--Haluskan semua bumbuu lalu tumis halus sampai wangii--Masukkan daun dalam baru masukkan lidah yg sudah dipotong--Tambahi gula garam--Masukkan santan--Tes rasaa--Sampe bumbuu meresap bangey baru matikaan kompor dan siap disajikaaan--,7,/id/resep/4032179-sambal-lidah-sapi-pedas
"Sapo Terong, Jamur, Daging Sapi","terong ungu, iris serong--kuntum brokoli, siangi, rebus--daging sapi--jamur kancing, iris--bawang putih, rajang--bawang bombay ukuan sedang, belah empat--cabai rawit merah, iris--saus tiram--saus tomat--gula pasir--saus sambal--minyak wijen--","Goreng terong yang sudah diiris, sisihkan.--Tumis bawang putih dan cabai, masukkan daging.--Masukkan jamur dan bawang bombay, tumis hingga hampir matang.--Beri saus tiram, saus tomat, saus sambal dan gula. Cek rasa, karena beda merk saus tiram berbeda pula tingkat keasinannya. Jika rasa sudah OK, matikan api, beri minyak wijen. Aduk rata.--Tata brokoli rebus di piring saji, siram dengan sapo terong. Sajikan.--",38,/id/resep/3616454-sapo-terong-jamur-daging-sapi
Kalio Kikil Sapi Gurih,"kikil sapi setengah matang,---  air santan--sereh, memarkan--lengkuas, memarkan--daun salam--daun jeruk, buang tulang daun--gula pasir atau gula jawa--garam--air asam--kaldu bubuk atau blok--minyak untuk menumis--bumbu halus :--bawang merah--bawang putih--kemiri, sangrai--ketumbar, sangrai--jahe--kunyit tua--cabe merah--cabe rawit--","Tumis bumbu halus dengan sedikit minyak sampai harum dan sedikit berubah warna.--Masukkan sereh, daun salam, lengkuas, dan daun jeruk, aduk rata.--Tuang santan, aduk rata.--Masukkan kikil yang telah dipotong-potong sesuai selera, dan bumbui dengan garam, gula, kaldu bubuk/blok (bila perlu) dan air asam, lalu masak sampai kikil benar-benar empuk dan bumbu meresap. Apabila kikil belum empuk dan air menyusut, boleh ditambahkan air sedikit demi sedikit sampai kikil empuk. Koreksi rasa.--Angkat dan sajikan.--",39,/id/resep/4031832-kalio-kikil-sapi-gurih
Tumis Bayam Dg Bawang Bombay n Bakso Sapi,"bayam, siangi n cuci bersih--bakso sapi ,--garam halus--gula pasir--kecap asin--air--bumbu yg diparut dg parutan keju:--bawang bombay, kupas n cuci bersih--bawang putih, kupas n cuci bersih--","Tumis Bawang Bombay n Bawang Putih Juga Bakso Sapi Dengan 2 Sdm Minyak Goreng n Minyak Wijen, Setelah Aromax Harum/Matang, Tambahkan Air Secukupx (200 Ml) Setelah Mendidih, Tambahkan Bayam n Kecap Asin, Biarkan Dulu Hingga Bayam Agak Layu, Setelah Bayam Mulai Layu Tambahkan Garam n Gula Pasir Secukupx Koreksi Rasa,,, Jika Sudah Pas, Tunggu Hingga 5 Menit,,, Setelah Itu Matikan Kompor...------",5,/id/resep/4031271-tumis-bayam-dg-bawang-bombay-n-bakso-sapi
Ground beef steak with mushroom sauce,"bahan untuk beef steak:--daging sapi cincang--bawang bombay, cincang halus--telur--lada hitam atau lada putih halus,--garam,--mentega/butter,  utk memanggang--bahan untuk mushroom sauce/saus jamur:--jamur shiitake,  tipis lalu cincang kasar--bawang bombay, cincang halus--air--tepung terigu--lada hitam halus,--garam,--minyak utk menumis--bahan pelengkap :--brokoli--wortel--tomato cherry--kentang,,beri garam,lada & olive oil,sisihkan--olive oil/minyak zaitun--garam--lada hitam--","Untuk daging nya : campur daging sapi, bawang bombay, telur, lada, & garam. Aduk rata, bagi adonan menjadi 5 bagian, bentuk bulat lalu pipihkan. Panaskan penggorengan anti lengket/grille beri butter secukupnya. Letak'kan daging di atas penggorengan, masak hingga daging terlihat kecoklatan atau matang.--Untuk mushroom sauce nya : panaskan minyak, tumis bawang bombay hingga tercium harum, tambah kan jamur aduk terus hingga terlihat layu, jangan sampai gosong. Lalu tambah kan tepung terigu aduk rata. Tambah kan air aduk rata hingga tepung larut rata & tdk lengket. Beri garam & lada secukupnya atau sesuai selera. Masak hingga mengental. Lalu sisihkan.--Untuk pelengkap : rebus brokoli & wortel yg sudah di potong-potong. Utk tomato cherry, panas kan 1 sdm olive oil, lalu tumis kira-kira 3 menit. Goreng kentang yg telah di bumbui dlm air fryer atau oven hingga matang, kurang lebih 20 menit.--Sajikan daging bersama saus jamur & pelengkapnya. Sayur bisa ganti dgn buncis atau asparagus. Kentang selain di goreng atau di oven bisa juga di buat mashed potato. Dan bila suka pedas bisa pula di tambah sauce cabe sebagai pelengkap.--",6,/id/resep/4031027-ground-beef-steak-with-mushroom-sauce
